Cust_ID,State,Latitude,Longitude,ZipCode
9033-EOXWV,California,37.739113,-122.175602,94603
1324-NLTJE,California,37.83726,-122.287648,94608
1522-VVDMG,California,37.828416,-122.216005,94611
9185-TQCVP,California,37.890274,-122.295192,94706
5567-WSELE,California,37.945288,-122.383941,94801
8063-RJYNF,California,37.921034,-122.341798,94804
0687-ZVTHB,California,37.941456,-122.320968,94805
9661-ACXBS,California,37.972662,-122.491452,94901
3727-RJMEO,California,38.34719,-122.697822,94928
6646-VRFOL,California,37.937082,-122.532369,94939
5685-IIXLY,California,38.135897,-122.563683,94945
4250-ZBWLV,California,38.052209,-122.775567,94950
5095-AESKG,California,37.848641,-122.515692,94965
1871-MOWRM,California,38.005839,-122.638155,94973
2027-OAQQC,California,37.013471,-121.877877,95003
9090-SGQXL,California,37.078873,-122.090386,95005
6595-YGXIT,California,37.171727,-122.142961,95006
9835-ZIITK,California,37.279689,-121.954567,95008
1555-DJEQW,California,37.306612,-122.080621,95014
5649-TJHOV,California,37.114335,-122.237162,95017
0519-XUZJU,California,37.089111,-122.062213,95018
6338-AVWCY,California,36.875409,-121.279679,95023
9253-QXKBE,California,37.161544,-121.649371,95037
9445-SZLCH,California,37.351214,-121.952417,95050
7568-PODML,California,36.931654,-121.752383,95076
5349-IECLD,California,37.284265,-121.827673,95111
3945-GFWQL,California,37.333851,-121.891147,95113
3797-VTIDR,California,37.304681,-121.809955,95121
9526-BIHHD,California,37.375156,-121.795867,95127
4523-WXCEF,California,37.305622,-122.000887,95129
8364-TRMMK,California,37.424655,-121.74841,95132
3063-QFSZL,California,37.28682,-121.723877,95135
8775-LHDJH,California,37.270938,-121.851046,95136
3097-NQYSN,California,37.218705,-121.762429,95139
3565-UNOCC,California,38.044523,-121.348048,95209
9249-FXSCK,California,38.200231,-121.235034,95220
5493-SDRDQ,California,38.071327,-120.632221,95222
0871-URUWO,California,38.244806,-120.417301,95250
9190-MFJLN,California,38.055562,-120.456298,95251
1095-JUDTC,California,38.169605,-121.310964,95258
0870-VEMYL,California,38.085839,-120.37855,95310
5385-SUIRI,California,37.422961,-120.765493,95315
3982-XWFZQ,California,37.524721,-120.757977,95316
4009-ALQFH,California,37.902968,-119.667544,95321
3627-FCRDW,California,37.5923,-120.853288,95326
7562-GSUHK,California,37.84771,-120.486589,95327
4903-UYAVB,California,37.80821,-121.308401,95330
6776-TLWOI,California,37.361987,-120.748394,95334
4077-CROMM,California,37.671806,-121.007575,95350
2868-MZAGQ,California,37.639029,-120.964772,95354
4847-QNOKA,California,37.672906,-120.946594,95355
6379-RXJRQ,California,37.612612,-121.108568,95358
8650-RHRKE,California,37.785033,-120.776141,95361
0475-RIJEP,California,38.224869,-119.755729,95364
1260-TTRXI,California,37.329725,-120.306399,95365
6328-ZPBGN,California,37.734971,-120.954271,95367
4789-KWMXN,California,37.939768,-120.188002,95379
2867-UIMSS,California,37.609095,-121.263381,95385
8111-RKSPX,California,38.460517,-122.790335,95401
1585-MQSSU,California,38.526941,-122.709096,95404
2856-NNASM,California,38.394091,-122.739814,95407
8559-CIZFV,California,38.731055,-123.316553,95412
7547-EKNFS,California,39.361283,-123.784599,95420
6769-DYBQN,California,38.965804,-122.631779,95422
4439-JMPMT,California,39.239818,-123.565432,95427
2446-BEGGB,California,38.348884,-122.51699,95431
1496-GGSUK,California,38.493888,-122.777141,95439
2575-GFSOE,California,38.434362,-122.86891,95444
2842-JTCCU,California,38.93706,-123.118111,95449
3296-SILRA,California,39.080469,-122.955176,95453
9681-OXGVC,California,39.806141,-123.531098,95454
5180-UCIIQ,California,39.141934,-122.770679,95458
7153-OANIO,California,39.305545,-123.743697,95460
6521-YYTYI,California,39.182916,-123.552571,95463
8878-HMWBV,California,39.12334,-122.838198,95464
3751-KTZEL,California,38.888351,-123.239647,95494
1977-STDKI,California,38.696659,-123.436861,95497
5813-UECBU,California,40.372532,-123.525626,95526
0328-GRPMV,California,40.854512,-123.450097,95527
4342-HENTK,California,40.057784,-123.679461,95542
4195-SMMNX,California,40.557314,-124.081662,95547
6956-SMUCM,California,40.210895,-123.86,95553
3223-WZWJM,California,40.274302,-124.210902,95558
9053-JZFKV,California,40.142256,-123.852927,95560
2530-ENDWQ,California,40.485849,-124.163234,95562
6615-ZGEDR,California,41.950683,-124.097094,95567
9250-WYPLL,California,40.053159,-123.995867,95589
2754-XBHTB,California,38.431407,-120.8421,95601
1597-LHYNC,California,38.99003,-121.114408,95602
7055-VKGDA,California,38.384648,-121.578701,95612
0754-UKWQP,California,38.880622,-120.973865,95614
7493-TPUWZ,California,38.683605,-120.811852,95619
1577-HKTFG,California,38.434138,-121.30587,95624
8752-STIVR,California,38.349195,-121.902943,95625
4558-FANTW,California,38.652065,-121.25441,95628
8651-ENBZX,California,38.636102,-120.522149,95636
7623-TRNQN,California,38.336216,-120.76901,95642
9330-IJWIO,California,38.631489,-120.015167,95646
9286-DOJGF,California,38.815515,-120.916997,95651
9661-MHUMO,California,38.549822,-121.266725,95655
1842-EZJMK,California,38.689174,-121.218435,95662
8079-XRJRS,California,38.833554,-121.498102,95668
8073-IJDCM,California,38.724322,-120.991237,95672
8884-ADFVN,California,38.759751,-121.288545,95678
2720-WGKHP,California,38.470423,-121.114897,95683
2869-ADAWR,California,38.432145,-120.77069,95685
9894-EZEWG,California,38.240419,-121.587535,95690
7851-FLGGQ,California,39.043387,-121.409837,95692
0637-UBJRP,California,38.392559,-121.225093,95693
0940-OUQEC,California,38.578604,-122.024579,95694
0702-PGIBZ,California,39.197215,-120.83679,95714
1963-VAUKV,California,38.766036,-120.209673,95720
3058-HJCUY,California,38.591134,-121.161585,95742
3259-FDWOY,California,38.35363,-121.44195,95758
0807-ZABDG,California,38.694081,-121.694431,95776
5748-RNCJT,California,38.53508,-121.444144,95820
7739-LAXOG,California,38.590035,-121.412455,95825
9776-CLUJA,California,38.486502,-121.334051,95829
6034-ZRYCV,California,38.691607,-121.602284,95837
2079-FBMZK,California,38.715498,-121.363411,95843
6608-QQLVK,California,39.396585,-121.38029,95914
3551-HUAZH,California,39.440687,-121.263583,95919
6302-JGYRJ,California,39.681488,-121.83721,95928
3685-YLCMQ,California,39.381174,-121.21191,95935
8634-MPHTR,California,39.531028,-121.24807,95941
8761-NSOBC,California,39.346898,-121.759537,95948
8413-VONUO,California,39.033058,-121.895718,95950
9223-UCPVT,California,39.748037,-122.302169,95963
4351-QLCSU,California,39.971228,-121.041166,95971
5419-JPRRN,California,39.225634,-121.156163,95975
2100-BDNSN,California,39.58458,-121.093256,95981
0488-GSLFR,California,40.053684,-120.743116,95983
9318-NKNFC,California,40.022184,-121.062384,95984
9728-FTTVZ,California,39.117537,-122.284654,95987
7254-IQWOZ,California,40.587919,-122.464732,96001
2474-BRUCM,California,40.527834,-122.318749,96002
0742-NXBGR,California,41.171578,-120.913161,96006
6110-OHIHY,California,40.946785,-121.719489,96013
5889-LFOLL,California,41.486953,-120.913975,96015
5708-EVONK,California,40.936285,-121.572692,96016
8708-XPXHZ,California,41.121108,-122.336613,96017
0616-ATFGB,California,40.692523,-122.369876,96019
7016-BPGEU,California,41.212695,-122.392067,96025
6876-ADESB,California,41.405193,-123.008567,96027
1963-SVUCV,California,39.84784,-122.544556,96029
0220-EBGCE,California,41.5837,-122.935922,96032
2754-VDLTR,California,41.528541,-122.955018,96037
3190-XFANI,California,41.831901,-123.487478,96039
7551-DACSP,California,40.789799,-121.474529,96040
7235-NXZCP,California,41.962127,-122.527696,96044
0520-FDVVT,California,40.704293,-122.803899,96052
1444-VVSGW,California,40.059385,-122.091481,96055
5712-PTIWW,California,41.10831,-121.360362,96056
3315-TOTBP,California,40.331975,-121.460674,96061
6661-HBGWL,California,40.408796,-121.579609,96063
1518-VOWAV,California,41.759864,-122.379175,96064
5909-ECHUI,California,40.689243,-122.037023,96069
1309-BXVOQ,California,40.656287,-121.428965,96071
9317-WZPGV,California,39.884395,-122.587513,96074
2856-HYAPG,California,40.367964,-122.937379,96076
4488-PSYCG,California,41.924174,-123.260788,96086
3621-CEOVK,California,41.081847,-122.700545,96091
6906-ANDWJ,California,39.955164,-122.018567,96092
1031-IIDEO,California,39.600599,-120.636358,96125
5832-XKAES,California,39.559709,-120.345639,96126
4701-AHWMW,California,40.559177,-120.612113,96130
9210-IAHGH,California,40.345949,-120.081187,96136
0023-XUOPT,California,39.227434,-120.091806,96140
4592-IWTJI,California,39.117018,-120.212535,96141
7632-MNYOY,California,39.24124,-120.054765,96148
6518-LGAOV,California,38.911577,-120.106169,96150
7242-QZLXF,California,39.342498,-120.247127,96161
4576-CSAJH,California,33.973616,-118.24902,90001
1000-AJSLD,California,33.949255,-118.246978,90002
1062-LHZOD,California,34.059281,-118.30742,90005
9600-NAXZN,California,34.062125,-118.315709,90010
6457-USBER,California,34.043144,-118.251977,90014
4662-EKDPQ,California,34.028331,-118.354338,90016
9248-OJYKK,California,34.052842,-118.264495,90017
3398-FSHON,California,34.049841,-118.33846,90019
3319-DWOEP,California,34.066367,-118.309868,90020
9259-PACGQ,California,34.078991,-118.263804,90026
4415-IJZTP,California,34.127194,-118.295647,90027
1465-VINDH,California,34.099869,-118.326843,90028
2810-FTLEM,California,34.070291,-118.349191,90036
1925-TIBLE,California,34.091829,-118.491244,90049
0818-OCPZO,California,33.927254,-118.249826,90059
1447-GIQMR,California,34.003553,-118.308933,90062
0872-NXJYS,California,34.093781,-118.381061,90069
9412-ARGBX,California,33.940884,-118.128628,90241
1389-CXMLU,California,33.921793,-118.140588,90242
5561-NWEVX,California,33.86532,-118.396336,90254
2737-WFVYW,California,33.977468,-118.445475,90292
2272-QAGFO,California,33.936827,-118.359824,90304
9850-OWRHQ,California,33.833181,-118.292062,90502
3768-NLUBH,California,33.840399,-118.353714,90503
8676-TRMJS,California,33.867257,-118.330794,90504
7359-SSBJK,California,33.960891,-118.032222,90605
0685-MLYYM,California,33.845706,-118.012204,90620
8182-PNAGI,California,33.989524,-118.089299,90660
7957-RYHQD,California,33.887676,-118.127289,90706
2180-DXNEG,California,33.798266,-118.300237,90710
5515-AKOAJ,California,33.830431,-118.074071,90716
8976-OQHGT,California,33.794209,-118.317354,90717
6230-BSUXY,California,33.897122,-118.164432,90723
5294-CDGWY,California,33.752524,-118.210737,90802
5295-PCJOO,California,33.864622,-118.179626,90805
9863-JZAIC,California,33.830099,-118.182239,90807
7660-HDPJV,California,33.819814,-118.222416,90810
7931-PXHFC,California,34.145695,-117.95982,91010
3990-QYKBE,California,34.234912,-118.153729,91011
4919-MOAVT,California,34.167465,-118.165327,91103
3090-HAWSU,California,34.159007,-118.087353,91107
9820-RMCQV,California,34.122671,-118.112911,91108
7839-QRKXN,California,34.153338,-118.262974,91203
5204-QZXPU,California,34.13658,-118.245839,91205
4597-ELFTS,California,34.162515,-118.203869,91206
8450-JOVAH,California,34.129058,-118.759788,91301
1113-IUJYX,California,34.209532,-118.577563,91306
9274-CNFMO,California,34.255442,-118.421314,91331
7758-XKCBS,California,34.200175,-118.540958,91335
8992-JQYUN,California,34.286131,-118.435969,91340
0617-AQNWT,California,34.238802,-118.482296,91343
2446-PLQVO,California,34.502432,-118.41459,91350
3005-NFMTA,California,34.457005,-118.573726,91354
8784-CGILN,California,34.157137,-118.548511,91356
5389-FFVKB,California,34.214054,-118.88109,91360
8444-WRIDW,California,34.191842,-118.822796,91362
9451-LPGOO,California,34.223768,-118.445461,91402
5868-YWPDW,California,34.146957,-118.432138,91423
2025-JKFWI,California,34.188339,-118.300942,91501
4078-SAYYN,California,34.177267,-118.31003,91502
9940-HPQPG,California,34.1692,-118.372498,91601
6618-RYATB,California,34.207295,-118.400022,91605
9079-YEXQJ,California,33.990646,-117.663025,91710
2685-SREOM,California,34.10097,-117.57882,91730
0402-CQAJN,California,34.074492,-118.01462,91732
6692-UDPJC,California,34.04622,-118.053753,91733
1273-MTETI,California,34.245289,-117.642503,91737
5480-HPRRX,California,34.119363,-117.855059,91740
0295-PPHDO,California,34.031441,-117.936436,91744
1195-OIYEJ,California,34.038983,-117.991372,91746
5906-CVLHP,California,33.976753,-117.897367,91748
4501-EQDRN,California,34.072121,-117.698319,91763
2990-HWIML,California,34.074087,-117.605618,91764
7384-GHBPI,California,34.102119,-117.815532,91773
7603-USHJS,California,34.114772,-118.089431,91775
7234-FECYN,California,34.089927,-118.095645,91776
5876-HZVZM,California,34.024405,-117.898722,91792
1400-MMYXY,California,34.090925,-118.128164,91801
3085-QUOZK,California,32.827184,-116.703729,91901
3926-CUQZX,California,32.673483,-116.472863,91906
1041-RXHRA,California,32.857946,-116.561917,91931
1750-CSKKM,California,32.579134,-117.119009,91932
7142-HVGBG,California,32.830852,-116.444601,91948
8267-ZNYVZ,California,32.726627,-116.994608,91977
6457-GIRWB,California,33.148116,-117.306043,92008
1450-SKCVI,California,32.948262,-117.256086,92014
5570-PTWEH,California,33.054579,-117.25665,92024
6502-MJQAE,California,33.141265,-116.967221,92027
7693-LCKZL,California,32.980678,-116.262854,92036
0032-PGELS,California,33.309852,-116.823091,92060
6797-LNAQX,California,32.984395,-117.013454,92064
6394-MFYNG,California,33.001813,-117.263628,92075
1564-NTYXF,California,33.119028,-117.166036,92078
8155-IBNHG,California,32.747484,-117.166877,92103
0886-QGENL,California,32.741499,-117.127409,92104
8739-WWKDU,California,32.787836,-117.232376,92109
8685-WHQPW,California,32.76501,-117.19938,92110
4745-LSPLO,California,32.805518,-117.169052,92111
8083-YTZES,California,32.697098,-117.116587,92113
7240-FQLHE,California,32.707892,-117.05512,92114
6664-FPDAC,California,32.762506,-117.07245,92115
0786-VSSUD,California,32.808814,-117.134694,92123
3976-BWUCK,California,32.957195,-117.202542,92130
3585-ISXZP,California,33.713891,-116.237257,92201
6583-QGCSI,California,33.537646,-116.291089,92210
4174-LPGTI,California,33.946982,-116.977672,92223
2108-XWMPY,California,33.929812,-116.76058,92230
6304-IJFSQ,California,33.143826,-115.497485,92233
0093-XWZFY,California,33.832799,-116.250973,92241
1980-KXVPM,California,32.770393,-115.60915,92243
7703-ZEKEF,California,32.730583,-115.501083,92249
0723-DRCLG,California,32.811001,-115.152865,92250
5482-NUPNA,California,32.858595,-115.662709,92251
1122-JWTJW,California,32.698964,-115.886656,92259
1699-HPSBG,California,33.745746,-116.514215,92264
8775-CEBBJ,California,32.790282,-115.689559,92273
6894-LFHLY,California,34.264124,-114.717964,92280
0639-TSIQW,California,33.972293,-116.654195,92282
8361-LTMKD,California,34.55082,-117.122396,92307
7590-VHVEG,California,33.973616,-118.24902,90001
5575-GNVDE,California,33.949255,-118.246978,90002
7795-CFOCW,California,34.076259,-118.310715,90004
1452-KIOVK,California,34.027337,-118.28515,90007
6713-OKOMC,California,34.008293,-118.346766,90008
6388-TABGU,California,34.00709,-118.258681,90011
9763-GRSKD,California,34.065875,-118.238728,90012
7469-LKBCI,California,34.044639,-118.240413,90013
8091-TTVAX,California,34.043144,-118.251977,90014
5129-JLPIS,California,34.028331,-118.354338,90016
3655-SNQYZ,California,34.052842,-118.264495,90017
8191-XWSZG,California,34.028735,-118.317236,90018
9959-WOFKT,California,34.049841,-118.33846,90019
4183-MYFRB,California,34.029043,-118.239504,90021
1680-VDCWW,California,34.017697,-118.200577,90023
3638-WEABW,California,34.046174,-118.446333,90025
6322-HRPFA,California,34.078991,-118.263804,90026
6865-JZNKO,California,34.127194,-118.295647,90027
5248-YGIJN,California,34.085807,-118.206617,90031
3841-NFECX,California,34.050198,-118.210946,90033
4929-XIHVW,California,34.030578,-118.399613,90034
6827-IEAUQ,California,34.051809,-118.383843,90035
7310-EGVHZ,California,34.070291,-118.349191,90036
3413-BMNZE,California,34.002642,-118.287596,90037
6234-RAAPL,California,34.088017,-118.327168,90038
6572-ADKRS,California,33.994524,-118.149953,90040
8865-TNMNX,California,33.988543,-118.334081,90043
9489-DEDVP,California,33.952714,-118.292061,90044
9867-JCZSP,California,33.954017,-118.402447,90045
4671-VJLCL,California,34.108455,-118.362081,90046
4080-IIARD,California,33.958149,-118.308441,90047
3714-NTNFO,California,34.072945,-118.37267,90048
5948-UJZLF,California,34.091829,-118.491244,90049
7639-LIAYI,California,34.061918,-118.277939,90057
2954-PIBKO,California,34.001617,-118.222274,90058
8012-SOUDQ,California,33.927254,-118.249826,90059
6575-SUVOI,California,34.003553,-118.308933,90062
4667-QONEA,California,34.037251,-118.423573,90064
8769-KKTPH,California,34.002028,-118.430656,90066
5067-XJQFU,California,34.057496,-118.413959,90067
3957-SQXML,California,34.137411,-118.328915,90068
5954-BDFSG,California,34.093781,-118.381061,90069
0434-CSFON,California,34.052917,-118.255178,90071
1215-FIGMP,California,34.102084,-118.451629,90077
0526-SXDJP,California,33.970343,-118.171368,90201
0557-ASKVU,California,34.099891,-118.414338,90210
5122-CYFXA,California,34.062095,-118.401508,90212
8627-ZYGSZ,California,33.88151,-118.234451,90220
3410-YOQBQ,California,33.885811,-118.206459,90221
3170-NMYVV,California,33.912246,-118.236773,90222
7410-OIEDU,California,33.993991,-118.39704,90230
2273-QCKXA,California,34.019323,-118.391902,90232
0731-EBJQB,California,33.956228,-118.120993,90240
1891-QRQSA,California,33.940884,-118.128628,90241
8028-PNXHQ,California,33.921793,-118.140588,90242
5630-AHZIL,California,33.917145,-118.401554,90245
2673-CXQEU,California,33.890853,-118.297967,90247
6416-JNVRK,California,33.876482,-118.284077,90248
5590-ZSKRV,California,33.90139,-118.315697,90249
0191-ZHSKZ,California,33.914775,-118.348083,90250
3887-PBQAO,California,33.86532,-118.396336,90254
8108-UXRQN,California,33.88856,-118.351813,90260
9919-YLNNG,California,34.037037,-118.705803,90263
0318-ZOPWS,California,34.074572,-118.831181,90265
4445-ZJNMU,California,33.889632,-118.39737,90266
4808-YNLEU,California,33.988572,-118.186565,90270
1862-QRWPE,California,34.079449,-118.548306,90272
2796-NNUFI,California,33.788208,-118.404955,90274
3016-KSVCP,California,33.753146,-118.367459,90275
4767-HZZHQ,California,33.830453,-118.384565,90277
2424-WVHPL,California,33.873395,-118.37019,90278
7233-PAHHL,California,33.944624,-118.192615,90280
6067-NGCEU,California,34.115192,-118.61017,90290
9848-JQJTX,California,33.991782,-118.479229,90291
9803-FTJCG,California,33.947305,-118.439841,90293
3212-KXOCR,California,33.975332,-118.355252,90302
6380-ARCEH,California,33.936827,-118.359824,90304
3679-XASPY,California,33.958134,-118.330905,90305
7123-WQUHX,California,34.015481,-118.493231,90401
5386-THSLQ,California,34.035849,-118.503508,90402
6180-YBIQI,California,34.026334,-118.474222,90404
6728-DKUCO,California,34.005439,-118.477507,90405
9750-BOOHV,California,33.833699,-118.314387,90501
8597-CWYHH,California,33.833181,-118.292062,90502
2848-YXSMW,California,33.840399,-118.353714,90503
4549-ZDQYY,California,33.807882,-118.347957,90505
5712-AHQNN,California,34.007353,-118.033683,90601
5256-SKJGO,California,33.945318,-117.992066,90603
3071-VBYPO,California,33.929704,-118.01208,90604
9560-BBZXK,California,33.960891,-118.032222,90605
8402-OOOHJ,California,33.845706,-118.012204,90620
9445-ZUEQE,California,33.874224,-117.993368,90621
1091-SOZGA,California,33.850504,-118.039892,90623
2928-HLDBA,California,33.818477,-118.038307,90630
6497-TILVL,California,33.902045,-118.008961,90638
7219-TLZHO,California,34.015217,-118.109962,90640
4622-YNKIJ,California,33.905963,-118.08263,90650
6734-PSBAW,California,33.933565,-118.062611,90670
3930-ZGWVE,California,33.801869,-117.995068,90680
2639-UGMAZ,California,33.867593,-118.080637,90701
2876-GZYZC,California,33.8681,-118.067402,90703
8587-XYZSF,California,33.887676,-118.127289,90706
7799-LGRDP,California,33.847755,-118.112532,90713
7850-VWJUU,California,33.841027,-118.078097,90715
3774-VBNXY,California,33.830431,-118.074071,90716
6217-KDYWC,California,33.794209,-118.317354,90717
3146-MSEGF,California,33.897122,-118.164432,90723
1095-WGNGG,California,33.744119,-118.31448,90732
2636-SJDOU,California,33.75462,-118.071128,90740
1131-QQZEB,California,33.719221,-118.073596,90742
5716-EZXZN,California,33.728273,-118.085304,90743
6837-BJYDQ,California,33.782068,-118.262263,90744
6440-DKQGE,California,33.859171,-118.252272,90746
3466-BYAVD,California,33.752524,-118.210737,90802
3780-YVMFA,California,33.760458,-118.129725,90803
1679-JRFBR,California,33.864622,-118.179626,90805
9073-ZZIAY,California,33.802664,-118.179971,90806
3077-RSNTJ,California,33.830099,-118.182239,90807
6551-GNYDG,California,33.823943,-118.111335,90808
9167-APMXZ,California,33.819814,-118.222416,90810
2749-CTKAJ,California,33.781086,-118.199049,90813
6371-NZYEG,California,33.771612,-118.143866,90814
7554-NEWDD,California,33.797638,-118.11662,90815
8992-VONJD,California,33.778436,-118.118648,90822
4482-EWFMI,California,34.137319,-118.029837,91006
4648-YPBTM,California,34.128284,-118.047732,91007
2907-ILJBN,California,34.145695,-117.95982,91010
6345-FZOQH,California,34.234912,-118.153729,91011
5997-OPVFA,California,34.2112,-118.230625,91020
1159-WFSGR,California,34.110444,-118.156957,91030
7654-YWJUF,California,34.282704,-118.312929,91040
6727-IOTLZ,California,34.146635,-118.139225,91101
5918-VUKWP,California,34.165383,-118.123752,91104
1744-JHKYS,California,34.13946,-118.166649,91105
5947-SGKCL,California,34.122671,-118.112911,91108
3712-PKXZA,California,34.17051,-118.289463,91201
6582-OIVSP,California,34.153338,-118.262974,91203
5524-KHNJP,California,34.13658,-118.245839,91205
4827-USJHP,California,34.195386,-118.238508,91208
8167-GJLRN,California,34.239636,-118.245259,91214
0956-SYCWG,California,34.129058,-118.759788,91301
8017-UVSZU,California,34.130861,-118.68346,91302
7100-FQPRV,California,34.19829,-118.602203,91303
2984-RGEYA,California,34.209532,-118.577563,91306
9680-NIAUV,California,34.199787,-118.68493,91307
2146-EGVDT,California,34.294142,-118.603883,91311
2604-IJPDU,California,34.150354,-118.518292,91316
9178-JHUVJ,California,34.172071,-118.946262,91320
6168-YBYNP,California,34.370378,-118.504118,91321
7255-SSFBC,California,34.238208,-118.55029,91324
3645-DEYGF,California,34.236683,-118.517588,91325
9323-HGFWY,California,34.281911,-118.556218,91326
8544-GOQSH,California,34.255442,-118.421314,91331
3363-DTIVD,California,34.200175,-118.540958,91335
7018-WBJNK,California,34.286131,-118.435969,91340
9142-KZXOP,California,34.321621,-118.399841,91342
7674-YTAFD,California,34.238802,-118.482296,91343
6348-SNFUS,California,34.291273,-118.505104,91344
1347-KTTTA,California,34.422519,-118.420717,91351
4195-NZGTA,California,34.457005,-118.573726,91354
7157-SMCFK,California,34.43987,-118.644609,91355
4709-LKHYG,California,34.157137,-118.548511,91356
2504-DSHIH,California,34.214054,-118.88109,91360
0699-NDKJM,California,34.130992,-118.894673,91361
9286-BHDQG,California,34.191842,-118.822796,91362
0230-WEQUW,California,34.153733,-118.593408,91364
2040-LDIWQ,California,34.178068,-118.615714,91367
6496-JDSSB,California,34.19225,-118.776874,91377
4443-EMBNA,California,34.506627,-118.699048,91384
6469-MRVET,California,34.178483,-118.431791,91401
5961-VUSRV,California,34.147149,-118.463365,91403
6778-JFCMK,California,34.202494,-118.448048,91405
6341-JVQGF,California,34.195685,-118.490752,91406
4811-JBUVU,California,34.146957,-118.432138,91423
0945-TSONX,California,34.152875,-118.486056,91436
2651-ZCBXV,California,34.188339,-118.300942,91501
3316-UWXUY,California,34.177267,-118.31003,91502
7083-MIOPC,California,34.174215,-118.345928,91505
1984-GPTEH,California,34.169706,-118.323548,91506
0621-JFHOL,California,34.15136,-118.364786,91602
9903-LYSAB,California,34.139082,-118.39275,91604
9227-UAQFT,California,34.187599,-118.387125,91606
7301-ABVAD,California,34.165783,-118.399795,91607
6614-FHDBO,California,34.132275,-117.611478,91701
7576-ASEJU,California,34.174493,-117.87068,91702
9058-HRZSV,California,34.098275,-117.967399,91706
4522-AKYLR,California,33.942895,-117.725644,91709
0221-WMXNQ,California,33.990646,-117.663025,91710
0303-UNCIP,California,34.127621,-117.717863,91711
0959-WHOKV,California,34.08111,-117.853935,91724
4075-JFPGR,California,34.10097,-117.57882,91730
3282-ZISZV,California,34.04622,-118.053753,91733
3675-YDUPJ,California,34.245289,-117.642503,91737
4111-BNXIF,California,34.133809,-117.523724,91739
7017-VFHAY,California,34.119363,-117.855059,91740
6655-LHBYW,California,34.14649,-117.849815,91741
5046-NUHWD,California,33.998471,-117.973758,91745
7529-ZDFXI,California,34.144703,-117.770299,91750
7605-BDWDC,California,33.999992,-117.535395,91752
1950-KSVVJ,California,34.050322,-118.147037,91754
0123-CRBRT,California,34.049172,-118.115022,91755
6292-TOSSS,California,34.231318,-117.662032,91759
3197-ARFOY,California,34.035602,-117.591528,91761
7014-ZZXAW,California,34.072121,-117.698319,91763
7633-MVPUY,California,33.992416,-117.807874,91765
4716-HHKQH,California,34.083086,-117.737997,91767
3179-GBRWV,California,34.114772,-118.089431,91775
8645-KWHJO,California,34.089927,-118.095645,91776
4130-MZLCC,California,34.101608,-118.055848,91780
0314-TKOSI,California,34.141146,-117.655583,91784
8229-MYEJZ,California,34.105493,-117.660934,91786
2080-SRCDE,California,34.018354,-117.85492,91789
9577-WJVCQ,California,34.066964,-117.937007,91790
6202-DYYFX,California,34.024405,-117.898722,91792
3808-HFKDE,California,34.090925,-118.128164,91801
3727-OWVYD,California,32.673483,-116.472863,91906
2294-SALNE,California,32.636792,-117.054989,91910
4847-TAJYI,California,32.607964,-117.059459,91911
1563-IWQEX,California,32.64164,-116.985026,91913
8203-XJZRC,California,32.688506,-116.938632,91914
6556-DBKZF,California,32.605012,-116.97595,91915
6851-WEFYX,California,32.912664,-116.635387,91916
2985-JUUBZ,California,32.622999,-116.687855,91917
0895-LMRSF,California,32.579134,-117.119009,91932
8266-VBFQL,California,32.695681,-116.798386,91935
8181-YHCMF,California,32.759327,-116.99726,91941
2240-HSJQD,California,32.782501,-117.01611,91942
1248-DYXUB,California,32.733564,-117.033713,91945
4115-BNPJY,California,32.67102,-117.095235,91950
3167-SNQPL,California,32.800671,-116.483363,91962
4091-TVOCN,California,32.619465,-116.593605,91963
1098-TDVUQ,California,32.726627,-116.994608,91977
7277-OZCGZ,California,32.730264,-116.950963,91978
1557-EMYVT,California,32.587557,-116.636816,91980
2799-ARNLO,California,33.290907,-117.202895,92003
5027-YOCXN,California,33.015866,-117.272254,92007
3973-SKMLN,California,33.148116,-117.306043,92008
6745-JEFZB,California,32.785165,-116.862648,92019
9880-TDQAC,California,32.832706,-116.873258,92021
8705-WZCYL,California,33.054579,-117.25665,92024
7102-JJVTX,California,33.081478,-117.033814,92025
8626-PTQGE,California,33.21846,-117.116916,92026
4983-CLMLV,California,33.141265,-116.967221,92027
5701-YVSVF,California,33.362575,-117.299644,92028
5697-GOMBF,California,32.980678,-116.262854,92036
2739-CACDQ,California,32.853743,-117.25034,92037
9385-EHGDO,California,32.909873,-116.906774,92040
9498-FIMXL,California,33.351059,-117.420557,92054
2379-GYFLQ,California,33.194742,-117.29032,92056
2088-IEBAU,California,32.984395,-117.013454,92064
7982-VCELR,California,33.044541,-116.833922,92065
6035-BXTTY,California,33.012751,-117.200617,92067
6885-PKOAM,California,33.162624,-117.170863,92069
7520-HQWJU,California,33.174725,-116.743329,92070
9639-BUJXT,California,32.847336,-116.997605,92071
5924-SNGKP,California,33.001813,-117.263628,92075
0021-IKXGC,California,33.119028,-117.166036,92078
8966-SNIZF,California,33.17494,-117.242761,92083
6243-OZGFH,California,33.22784,-117.200024,92084
4654-DLAMQ,California,33.323705,-116.626907,92086
0513-RBGPE,California,32.99356,-117.207121,92091
5160-UXJED,California,32.72523,-117.171346,92101
4115-NZRKS,California,32.716007,-117.117462,92102
3351-NGXYI,California,32.71346,-117.236378,92106
8984-EYLLL,California,32.741852,-117.243453,92107
9833-TGFHX,California,32.787836,-117.232376,92109
9294-TDIPC,California,32.76501,-117.19938,92110
