CustomerID,Gender,SeniorCitizen,Partner,Dependents
0940-OUQEC,Male,No,No,No
0702-PGIBZ,Male,No,No,No
1963-VAUKV,Female,No,No,No
3058-HJCUY,Male,No,Yes,No
3259-FDWOY,Male,No,Yes,No
0807-ZABDG,Female,No,No,Yes
5748-RNCJT,Male,No,No,No
7739-LAXOG,Female,No,Yes,No
9776-CLUJA,Female,Yes,Yes,No
6034-ZRYCV,Female,No,Yes,No
2079-FBMZK,Female,No,No,No
6608-QQLVK,Male,No,No,No
3551-HUAZH,Male,Yes,No,No
6302-JGYRJ,Male,No,No,No
3685-YLCMQ,Male,No,No,No
8634-MPHTR,Male,Yes,Yes,No
8761-NSOBC,Male,No,No,No
8413-VONUO,Male,No,No,No
9223-UCPVT,Female,No,No,No
4351-QLCSU,Female,No,No,No
5419-JPRRN,Male,No,No,No
2100-BDNSN,Female,No,Yes,No
0488-GSLFR,Female,No,No,No
9318-NKNFC,Male,No,No,No
9728-FTTVZ,Female,No,No,No
7254-IQWOZ,Male,No,No,No
2474-BRUCM,Male,Yes,Yes,No
0742-NXBGR,Female,No,No,No
6110-OHIHY,Male,No,No,No
5889-LFOLL,Female,No,No,No
5708-EVONK,Female,No,Yes,No
8708-XPXHZ,Female,No,Yes,No
0616-ATFGB,Male,Yes,Yes,No
7016-BPGEU,Female,No,No,No
6876-ADESB,Male,No,No,Yes
1963-SVUCV,Male,No,No,No
0220-EBGCE,Male,No,No,No
2754-VDLTR,Male,No,No,No
3190-XFANI,Male,No,No,No
7551-DACSP,Male,No,Yes,Yes
7235-NXZCP,Male,Yes,No,No
0520-FDVVT,Male,No,No,No
1444-VVSGW,Male,No,Yes,No
5712-PTIWW,Male,No,No,No
3315-TOTBP,Male,No,No,No
6661-HBGWL,Female,Yes,No,No
1518-VOWAV,Female,No,No,No
5909-ECHUI,Female,No,No,No
1309-BXVOQ,Male,No,Yes,No
9317-WZPGV,Female,Yes,No,No
2856-HYAPG,Female,No,No,No
4488-PSYCG,Male,No,No,No
3621-CEOVK,Female,Yes,Yes,No
6906-ANDWJ,Male,No,Yes,No
1031-IIDEO,Female,No,No,No
5832-XKAES,Male,No,No,No
4701-AHWMW,Male,No,Yes,No
9210-IAHGH,Female,No,No,No
0023-XUOPT,Female,No,Yes,No
4592-IWTJI,Female,No,Yes,Yes
7632-MNYOY,Male,Yes,No,No
6518-LGAOV,Female,No,Yes,No
7242-QZLXF,Male,No,No,Yes
4576-CSAJH,Male,No,No,No
1000-AJSLD,Male,No,No,No
1062-LHZOD,Male,No,Yes,No
9600-NAXZN,Male,No,No,No
6457-USBER,Male,No,No,No
4662-EKDPQ,Male,No,No,No
9248-OJYKK,Male,Yes,No,No
3398-FSHON,Female,Yes,No,No
3319-DWOEP,Male,Yes,Yes,No
9259-PACGQ,Female,No,Yes,No
4415-IJZTP,Female,No,No,No
1465-VINDH,Female,No,Yes,No
2810-FTLEM,Female,No,No,No
1925-TIBLE,Female,No,Yes,No
0818-OCPZO,Male,Yes,No,No
1447-GIQMR,Male,No,Yes,No
0872-NXJYS,Female,No,No,No
9412-ARGBX,Female,No,No,No
1389-CXMLU,Male,Yes,No,No
5561-NWEVX,Female,Yes,Yes,No
2737-WFVYW,Female,No,No,No
2272-QAGFO,Female,Yes,No,No
9850-OWRHQ,Female,No,Yes,No
3768-NLUBH,Male,Yes,Yes,No
8676-TRMJS,Male,No,No,No
7359-SSBJK,Female,Yes,No,No
0685-MLYYM,Female,Yes,No,No
8182-PNAGI,Male,No,No,No
7957-RYHQD,Female,Yes,No,No
2180-DXNEG,Female,No,No,No
5515-AKOAJ,Female,No,No,No
8976-OQHGT,Female,No,Yes,Yes
6230-BSUXY,Female,Yes,No,No
5294-CDGWY,Male,No,Yes,No
5295-PCJOO,Male,No,No,Yes
9863-JZAIC,Male,No,No,No
7660-HDPJV,Female,No,No,No
7931-PXHFC,Male,No,No,No
3990-QYKBE,Male,Yes,Yes,No
4919-MOAVT,Male,No,No,No
3090-HAWSU,Male,No,No,No
9820-RMCQV,Female,No,No,No
7839-QRKXN,Female,No,No,No
5204-QZXPU,Male,No,No,No
4597-ELFTS,Male,No,No,No
8450-JOVAH,Male,No,Yes,Yes
1113-IUJYX,Female,No,Yes,No
9274-CNFMO,Male,Yes,Yes,No
7758-XKCBS,Male,No,No,No
8992-JQYUN,Male,No,Yes,No
0617-AQNWT,Female,No,Yes,No
2446-PLQVO,Male,No,No,No
3005-NFMTA,Male,Yes,No,No
8784-CGILN,Female,No,No,No
5389-FFVKB,Male,Yes,Yes,No
8444-WRIDW,Female,Yes,No,No
9451-LPGOO,Male,No,No,No
5868-YWPDW,Male,Yes,Yes,No
2025-JKFWI,Male,No,No,No
4078-SAYYN,Female,No,No,No
9940-HPQPG,Female,No,Yes,No
6618-RYATB,Female,No,No,No
9079-YEXQJ,Female,No,No,No
2685-SREOM,Female,No,Yes,No
0402-CQAJN,Female,No,No,No
6692-UDPJC,Female,No,Yes,Yes
1273-MTETI,Female,Yes,No,No
5480-HPRRX,Female,Yes,No,No
0295-PPHDO,Male,No,No,No
1195-OIYEJ,Male,No,No,No
5906-CVLHP,Female,No,Yes,No
4501-EQDRN,Female,No,No,No
2990-HWIML,Female,No,No,No
7384-GHBPI,Male,No,Yes,No
7603-USHJS,Male,No,No,Yes
7234-FECYN,Female,Yes,No,No
5876-HZVZM,Female,No,Yes,Yes
1400-MMYXY,Male,Yes,Yes,No
3085-QUOZK,Female,No,No,No
3926-CUQZX,Male,No,No,No
1041-RXHRA,Female,No,No,No
1750-CSKKM,Male,No,No,Yes
7142-HVGBG,Male,Yes,Yes,No
8267-ZNYVZ,Female,No,Yes,No
6457-GIRWB,Male,No,No,No
1450-SKCVI,Female,No,No,No
5570-PTWEH,Female,No,Yes,No
6502-MJQAE,Male,No,No,No
7693-LCKZL,Male,No,Yes,Yes
0032-PGELS,Female,No,Yes,Yes
6797-LNAQX,Male,No,Yes,No
6394-MFYNG,Female,No,No,No
1564-NTYXF,Female,Yes,No,No
8155-IBNHG,Female,No,Yes,No
0886-QGENL,Female,Yes,Yes,No
8739-WWKDU,Male,Yes,No,No
8685-WHQPW,Female,Yes,No,No
4745-LSPLO,Male,No,No,No
8083-YTZES,Male,No,No,No
7240-FQLHE,Female,Yes,Yes,No
6664-FPDAC,Female,Yes,No,No
0786-VSSUD,Male,Yes,No,No
3976-BWUCK,Female,No,Yes,No
3585-ISXZP,Female,No,No,No
6583-QGCSI,Female,Yes,Yes,No
4174-LPGTI,Female,No,Yes,No
2108-XWMPY,Male,No,No,No
6304-IJFSQ,Male,No,No,No
0093-XWZFY,Male,No,No,No
1980-KXVPM,Female,Yes,No,No
7703-ZEKEF,Male,No,No,No
0723-DRCLG,Female,Yes,Yes,No
5482-NUPNA,Female,No,No,No
1122-JWTJW,Male,No,Yes,Yes
1699-HPSBG,Male,No,No,No
8775-CEBBJ,Female,No,No,No
6894-LFHLY,Male,Yes,No,No
0639-TSIQW,Female,No,No,No
8361-LTMKD,Male,Yes,Yes,No
7590-VHVEG,Female,No,Yes,No
5575-GNVDE,Male,No,No,No
7795-CFOCW,Male,No,No,No
1452-KIOVK,Male,No,No,Yes
6713-OKOMC,Female,No,No,No
6388-TABGU,Male,No,No,No
9763-GRSKD,Male,No,Yes,Yes
7469-LKBCI,Male,No,No,No
8091-TTVAX,Male,No,Yes,No
5129-JLPIS,Male,No,No,No
3655-SNQYZ,Female,No,Yes,No
8191-XWSZG,Female,No,No,No
9959-WOFKT,Male,No,No,No
4183-MYFRB,Female,No,No,No
1680-VDCWW,Male,No,Yes,No
3638-WEABW,Female,No,Yes,No
6322-HRPFA,Male,No,Yes,Yes
6865-JZNKO,Female,No,No,No
5248-YGIJN,Male,No,Yes,No
3841-NFECX,Female,Yes,Yes,No
4929-XIHVW,Male,Yes,Yes,No
6827-IEAUQ,Female,No,Yes,No
7310-EGVHZ,Male,No,No,No
3413-BMNZE,Male,Yes,No,No
6234-RAAPL,Female,No,Yes,No
6572-ADKRS,Female,No,No,No
8865-TNMNX,Male,No,Yes,No
9489-DEDVP,Female,No,Yes,No
9867-JCZSP,Female,No,Yes,No
4671-VJLCL,Female,No,No,No
4080-IIARD,Female,No,Yes,No
3714-NTNFO,Female,No,No,No
5948-UJZLF,Male,No,No,No
7639-LIAYI,Male,No,No,No
2954-PIBKO,Female,No,Yes,No
8012-SOUDQ,Female,Yes,No,No
6575-SUVOI,Female,Yes,Yes,No
4667-QONEA,Female,Yes,Yes,No
8769-KKTPH,Female,No,Yes,No
5067-XJQFU,Male,Yes,Yes,No
3957-SQXML,Female,No,Yes,No
5954-BDFSG,Female,No,No,No
0434-CSFON,Female,No,Yes,No
1215-FIGMP,Male,No,No,No
0526-SXDJP,Male,No,Yes,No
0557-ASKVU,Female,No,Yes,No
5122-CYFXA,Female,No,No,No
8627-ZYGSZ,Male,No,Yes,No
3410-YOQBQ,Female,No,No,No
3170-NMYVV,Female,No,Yes,No
7410-OIEDU,Male,No,No,No
2273-QCKXA,Male,No,No,No
0731-EBJQB,Female,No,Yes,No
1891-QRQSA,Male,Yes,Yes,No
8028-PNXHQ,Male,No,Yes,No
5630-AHZIL,Female,No,No,Yes
2673-CXQEU,Female,Yes,No,No
6416-JNVRK,Female,No,No,No
5590-ZSKRV,Female,No,Yes,Yes
0191-ZHSKZ,Male,Yes,No,No
3887-PBQAO,Female,No,Yes,No
8108-UXRQN,Female,No,Yes,Yes
9919-YLNNG,Female,No,No,No
0318-ZOPWS,Female,No,Yes,No
4445-ZJNMU,Male,No,No,No
4808-YNLEU,Female,No,Yes,No
1862-QRWPE,Female,No,Yes,No
2796-NNUFI,Female,No,Yes,No
3016-KSVCP,Male,No,Yes,No
4767-HZZHQ,Male,No,Yes,Yes
2424-WVHPL,Male,Yes,No,No
7233-PAHHL,Male,No,Yes,No
6067-NGCEU,Female,No,No,No
9848-JQJTX,Male,No,No,No
9803-FTJCG,Male,No,Yes,No
3212-KXOCR,Male,No,No,No
6380-ARCEH,Male,No,No,No
3679-XASPY,Female,No,Yes,Yes
7123-WQUHX,Male,No,No,No
5386-THSLQ,Female,Yes,Yes,No
6180-YBIQI,Male,No,No,No
6728-DKUCO,Female,No,Yes,No
9750-BOOHV,Female,No,No,No
8597-CWYHH,Male,No,No,No
2848-YXSMW,Male,No,Yes,No
4549-ZDQYY,Female,No,No,No
5712-AHQNN,Female,No,No,No
5256-SKJGO,Female,No,Yes,No
3071-VBYPO,Male,No,Yes,Yes
9560-BBZXK,Female,No,No,No
8402-OOOHJ,Female,No,No,No
9445-ZUEQE,Male,No,Yes,Yes
1091-SOZGA,Female,No,Yes,No
2928-HLDBA,Female,No,No,No
6497-TILVL,Female,No,Yes,Yes
7219-TLZHO,Female,No,Yes,Yes
4622-YNKIJ,Male,No,No,No
6734-PSBAW,Male,No,Yes,No
3930-ZGWVE,Male,No,No,No
2639-UGMAZ,Male,Yes,No,No
2876-GZYZC,Female,No,No,No
8587-XYZSF,Male,No,No,No
7799-LGRDP,Female,No,No,No
7850-VWJUU,Female,No,No,No
3774-VBNXY,Female,No,Yes,No
6217-KDYWC,Male,No,No,No
3146-MSEGF,Female,Yes,Yes,No
1095-WGNGG,Female,No,Yes,No
2636-SJDOU,Male,No,No,No
1131-QQZEB,Male,Yes,Yes,No
5716-EZXZN,Female,No,Yes,No
6837-BJYDQ,Male,No,No,No
6440-DKQGE,Male,No,No,No
3466-BYAVD,Male,No,Yes,Yes
3780-YVMFA,Female,No,Yes,Yes
1679-JRFBR,Female,No,Yes,No
9073-ZZIAY,Male,No,Yes,No
3077-RSNTJ,Female,No,Yes,Yes
6551-GNYDG,Female,No,Yes,Yes
9167-APMXZ,Female,No,No,No
2749-CTKAJ,Male,No,Yes,No
6371-NZYEG,Male,No,Yes,No
7554-NEWDD,Male,No,No,No
8992-VONJD,Female,No,No,Yes
4482-EWFMI,Female,No,No,No
4648-YPBTM,Male,No,No,No
2907-ILJBN,Female,No,Yes,No
6345-FZOQH,Male,No,Yes,No
5997-OPVFA,Male,No,Yes,No
1159-WFSGR,Female,No,Yes,Yes
7654-YWJUF,Male,No,Yes,No
6727-IOTLZ,Male,No,Yes,No
5918-VUKWP,Female,No,No,No
1744-JHKYS,Female,No,Yes,No
5947-SGKCL,Female,No,Yes,Yes
3712-PKXZA,Male,No,Yes,No
6582-OIVSP,Female,No,No,No
5524-KHNJP,Male,No,Yes,No
4827-USJHP,Male,No,No,No
8167-GJLRN,Male,No,No,No
0956-SYCWG,Female,No,No,No
8017-UVSZU,Female,No,Yes,No
7100-FQPRV,Male,No,Yes,No
2984-RGEYA,Female,No,Yes,No
9680-NIAUV,Female,No,Yes,No
2146-EGVDT,Male,No,Yes,No
2604-IJPDU,Female,No,Yes,No
9178-JHUVJ,Male,No,Yes,Yes
6168-YBYNP,Male,No,No,No
7255-SSFBC,Male,No,Yes,Yes
3645-DEYGF,Male,No,No,Yes
9323-HGFWY,Female,No,Yes,No
8544-GOQSH,Female,No,No,No
3363-DTIVD,Male,No,Yes,Yes
7018-WBJNK,Male,No,No,Yes
9142-KZXOP,Male,No,No,No
7674-YTAFD,Female,No,No,No
6348-SNFUS,Male,No,Yes,No
1347-KTTTA,Male,No,Yes,No
4195-NZGTA,Female,No,No,No
7157-SMCFK,Male,No,No,Yes
4709-LKHYG,Female,No,Yes,No
2504-DSHIH,Male,Yes,Yes,No
0699-NDKJM,Female,No,Yes,No
9286-BHDQG,Male,No,Yes,No
0230-WEQUW,Male,No,Yes,No
2040-LDIWQ,Male,No,Yes,No
6496-JDSSB,Female,No,No,No
4443-EMBNA,Female,No,Yes,No
6469-MRVET,Male,No,Yes,No
5961-VUSRV,Female,No,No,No
6778-JFCMK,Male,No,No,No
6341-JVQGF,Female,No,Yes,No
4811-JBUVU,Male,No,No,No
0945-TSONX,Female,No,Yes,No
2651-ZCBXV,Male,No,No,No
3316-UWXUY,Male,No,No,No
7083-MIOPC,Female,No,No,No
1984-GPTEH,Female,No,No,No
0621-JFHOL,Female,No,No,No
9903-LYSAB,Male,No,Yes,No
9227-UAQFT,Male,No,No,No
7301-ABVAD,Female,No,No,No
6614-FHDBO,Male,No,No,No
7576-ASEJU,Female,No,Yes,No
9058-HRZSV,Female,Yes,Yes,No
4522-AKYLR,Female,Yes,No,No
0221-WMXNQ,Male,Yes,No,No
0303-UNCIP,Male,No,No,No
0959-WHOKV,Male,No,No,No
4075-JFPGR,Female,No,Yes,No
3282-ZISZV,Male,No,No,No
3675-YDUPJ,Male,No,No,No
4111-BNXIF,Female,No,Yes,No
7017-VFHAY,Female,No,Yes,Yes
6655-LHBYW,Male,No,No,No
5046-NUHWD,Female,Yes,Yes,No
7529-ZDFXI,Male,Yes,Yes,No
7605-BDWDC,Female,No,No,No
1950-KSVVJ,Female,No,Yes,No
0123-CRBRT,Female,No,Yes,No
6292-TOSSS,Male,No,No,No
3197-ARFOY,Female,Yes,No,No
7014-ZZXAW,Female,No,Yes,No
7633-MVPUY,Male,No,Yes,No
4716-HHKQH,Male,Yes,Yes,No
3179-GBRWV,Male,Yes,Yes,No
8645-KWHJO,Male,No,No,No
4130-MZLCC,Female,No,No,No
0314-TKOSI,Female,No,No,No
8229-MYEJZ,Female,No,No,No
2080-SRCDE,Female,No,No,Yes
9577-WJVCQ,Female,No,No,No
6202-DYYFX,Female,No,No,No
3808-HFKDE,Female,No,No,No
3727-OWVYD,Male,No,No,No
2294-SALNE,Male,No,Yes,No
4847-TAJYI,Female,Yes,No,No
1563-IWQEX,Female,No,No,No
8203-XJZRC,Male,No,No,No
6556-DBKZF,Female,No,Yes,Yes
6851-WEFYX,Male,Yes,Yes,No
2985-JUUBZ,Male,No,Yes,Yes
0895-LMRSF,Male,No,No,No
8266-VBFQL,Male,No,No,No
8181-YHCMF,Female,No,Yes,No
2240-HSJQD,Male,No,No,Yes
1248-DYXUB,Male,No,Yes,Yes
4115-BNPJY,Male,No,Yes,No
3167-SNQPL,Male,Yes,Yes,Yes
4091-TVOCN,Male,No,No,No
1098-TDVUQ,Female,No,No,No
7277-OZCGZ,Female,No,No,No
1557-EMYVT,Female,No,No,No
2799-ARNLO,Female,Yes,Yes,No
5027-YOCXN,Male,No,Yes,No
3973-SKMLN,Male,No,No,No
6745-JEFZB,Male,No,Yes,No
9880-TDQAC,Female,No,Yes,No
8705-WZCYL,Male,No,No,No
7102-JJVTX,Female,No,Yes,No
8626-PTQGE,Male,No,No,No
4983-CLMLV,Female,No,Yes,No
5701-YVSVF,Female,Yes,Yes,No
5697-GOMBF,Female,Yes,Yes,Yes
2739-CACDQ,Female,Yes,No,No
9385-EHGDO,Female,No,Yes,Yes
9498-FIMXL,Female,No,No,No
2379-GYFLQ,Male,No,No,No
2088-IEBAU,Female,No,No,No
7982-VCELR,Female,No,No,No
6035-BXTTY,Female,Yes,No,No
6885-PKOAM,Female,No,Yes,No
7520-HQWJU,Female,No,Yes,Yes
9639-BUJXT,Male,No,No,No
5924-SNGKP,Female,No,No,No
0021-IKXGC,Female,Yes,No,No
8966-SNIZF,Female,No,Yes,No
6243-OZGFH,Female,No,No,No
4654-DLAMQ,Female,Yes,Yes,No
0513-RBGPE,Male,No,Yes,No
5160-UXJED,Male,No,No,No
4115-NZRKS,Female,Yes,No,No
3351-NGXYI,Female,Yes,No,No
8984-EYLLL,Male,No,Yes,No
9833-TGFHX,Male,No,Yes,No
9294-TDIPC,Male,No,No,Yes
5229-DTFYB,Female,No,No,No
0104-PPXDV,Male,No,Yes,No
5176-LMJXE,Female,No,No,No
3583-KRKMD,Male,No,No,No
9069-LGEUL,Male,No,Yes,No
7302-ZHMHP,Female,No,No,No
9571-EDEBV,Male,No,Yes,No
3520-FJGCV,Male,No,Yes,Yes
6563-VRERX,Male,No,Yes,No
6122-EFVKN,Male,No,No,No
2805-EDJPQ,Female,No,Yes,No
6862-CQUMB,Male,No,No,No
7156-MXBJE,Female,No,No,No
6158-HDPXZ,Male,No,No,No
2863-IMQDR,Female,No,No,No
5686-CMAWK,Male,No,No,No
5651-CRHKQ,Female,No,Yes,No
8204-YJCLA,Male,Yes,Yes,No
6583-SZVGP,Male,No,No,No
1708-PBBOA,Female,No,No,No
8782-LKFPK,Male,No,No,No
5522-JBWMO,Male,No,No,Yes
3597-MVHJT,Female,No,No,No
9774-NRNAU,Male,Yes,Yes,No
0224-RLWWD,Female,Yes,No,No
9967-ATRFS,Female,No,No,No
3951-NJCVI,Female,Yes,Yes,No
2977-CEBSX,Female,No,No,No
0177-PXBAT,Male,Yes,Yes,No
2519-ERQOJ,Male,Yes,No,No
5876-QMYLD,Female,No,Yes,No
2277-AXSDC,Female,No,No,No
9442-JTWDL,Female,No,No,No
3067-SVMTC,Female,No,Yes,No
5495-GPSRW,Male,No,No,No
7606-BPHHN,Male,No,No,No
4742-DRORA,Male,No,Yes,No
0111-KLBQG,Male,Yes,Yes,Yes
4163-NCJAK,Female,No,Yes,No
5233-AOZUF,Female,No,Yes,No
5973-EJGDP,Male,No,No,No
1996-DBMUS,Female,Yes,Yes,No
7916-VCCPB,Female,No,Yes,Yes
4686-GEFRM,Male,No,Yes,No
5249-QYHEX,Female,No,Yes,Yes
2233-FAGXV,Female,No,Yes,Yes
5605-IYGFG,Female,No,No,No
7663-ZTEGJ,Male,No,No,No
3935-TBRZZ,Male,No,Yes,No
8111-BKVDS,Female,No,No,No
2055-SIFSS,Female,Yes,Yes,No
2806-MLNTI,Male,Yes,Yes,No
8734-DKSTZ,Female,No,Yes,Yes
4360-PNRQB,Male,No,No,No
6152-ONASV,Female,No,Yes,No
7781-HVGMK,Female,No,Yes,No
2181-UAESM,Male,No,No,No
6048-NJXHX,Male,No,Yes,No
2320-SLKMB,Female,No,No,No
4980-URKXC,Male,No,Yes,No
4376-KFVRS,Male,No,Yes,No
5886-VLQVU,Male,No,Yes,No
3577-AMVUX,Male,No,No,No
0771-WLCLA,Female,No,Yes,Yes
5628-RKIFK,Female,Yes,No,No
0206-TBWLC,Female,No,Yes,No
2937-FTHUR,Female,No,No,Yes
1910-FMXJM,Female,No,Yes,No
0732-OCQOC,Female,No,Yes,No
5168-MSWXT,Male,No,Yes,Yes
1090-ESELR,Male,No,Yes,No
8592-PLTMQ,Female,No,No,No
5760-WRAHC,Female,Yes,No,No
8847-GEOOQ,Male,No,Yes,No
4785-FCIFB,Female,No,Yes,No
8313-NDOIA,Female,No,No,No
5149-CUZUJ,Male,No,Yes,No
0942-KOWSM,Female,No,Yes,No
4237-CLSMM,Male,No,Yes,No
1452-VOQCH,Male,No,No,No
4719-UMSIY,Male,No,No,Yes
6614-VBEGU,Female,No,Yes,No
1480-BKXGA,Male,Yes,Yes,No
2996-XAUVF,Male,No,No,No
9076-AXYIK,Male,Yes,Yes,No
5968-XQIVE,Male,No,Yes,No
8896-RAZCR,Female,No,No,No
4933-IKULF,Female,Yes,No,No
1304-BCCFO,Male,No,Yes,No
4104-PVRPS,Male,No,Yes,No
3780-DDGSE,Male,Yes,Yes,Yes
4431-EDMIQ,Female,No,Yes,Yes
0486-LGCCH,Male,No,Yes,Yes
4612-SSVHJ,Female,Yes,No,No
5168-MQQCA,Female,No,Yes,No
7971-HLVXI,Male,No,Yes,Yes
9094-AZPHK,Female,No,No,No
3649-JPUGY,Male,No,No,No
4472-LVYGI,Female,No,Yes,No
3552-CTCYF,Male,No,Yes,Yes
6778-YSNIH,Female,No,No,No
5756-OZRIO,Male,Yes,Yes,No
6579-JPICP,Male,No,No,No
4134-BSXLX,Male,No,Yes,No
0505-SPOOW,Female,No,Yes,No
4374-YMUSQ,Male,No,No,No
4513-CXYIX,Female,Yes,Yes,No
3957-HHLMR,Female,No,Yes,No
7803-XOCCZ,Female,No,Yes,Yes
5736-YEJAX,Male,No,No,No
8981-FJGLA,Male,No,No,Yes
1135-LMECX,Female,No,No,No
4332-MUOEZ,Male,Yes,Yes,No
8535-SFUTN,Male,No,No,No
8677-HDZEE,Female,No,No,No
2475-MROZF,Male,No,No,No
3482-ABPKK,Female,No,No,No
6705-LXORM,Female,Yes,Yes,No
7531-GQHME,Male,No,No,No
5174-ITUMV,Male,No,Yes,Yes
4109-CYRBD,Male,Yes,Yes,No
0913-XWSCN,Male,No,Yes,Yes
0750-EBAIU,Male,No,No,No
8606-CIQUL,Male,Yes,Yes,Yes
3571-DPYUH,Male,No,Yes,Yes
7601-GNDYK,Male,No,Yes,Yes
0356-OBMAC,Female,Yes,No,No
8067-NIOYM,Female,No,Yes,Yes
1403-GYAFU,Male,No,Yes,Yes
4234-XTNEA,Male,No,No,No
1297-VQDRP,Male,Yes,Yes,Yes
5348-CAGXB,Male,No,No,No
0621-HJWXJ,Female,No,Yes,No
5844-QVTAT,Female,No,Yes,No
8905-IAZPF,Female,No,Yes,No
5394-MEITZ,Female,No,Yes,No
6859-QNXIQ,Female,No,Yes,Yes
2782-LFZVW,Female,No,No,No
2866-IKBTM,Female,No,No,No
7129-AZJDE,Male,No,Yes,Yes
2560-PPCHE,Female,No,No,No
4676-MQUEA,Male,Yes,Yes,No
8138-EALND,Male,No,No,No
3580-HYCSP,Male,No,Yes,Yes
1352-HNSAW,Female,No,Yes,Yes
2075-PUEPR,Male,No,Yes,Yes
1982-FEBTD,Female,No,Yes,Yes
5791-KAJFD,Female,No,Yes,No
2654-VBVPB,Female,No,No,No
1154-HYWWO,Male,No,No,No
2501-XWWTZ,Male,No,No,No
3716-UVSPD,Male,No,No,No
6815-ABQFQ,Male,No,Yes,No
7343-EOBEU,Male,No,Yes,No
3701-SFMUH,Male,No,Yes,Yes
6103-LIANB,Male,No,Yes,Yes
7319-VENRZ,Male,No,No,No
5846-NEQVZ,Male,No,Yes,No
6967-QIQRV,Male,No,Yes,Yes
5781-RFZRP,Male,No,Yes,No
0308-IVGOK,Female,No,No,No
7293-LSCDV,Female,No,Yes,Yes
7025-WCBNE,Male,Yes,No,No
5756-JYOJT,Female,No,No,No
6030-REHUX,Female,Yes,Yes,No
9548-LIGTA,Male,No,Yes,No
5150-LJNSR,Male,No,Yes,Yes
8270-RKSAP,Male,No,No,No
6522-YRBXD,Male,Yes,Yes,No
2640-LYMOV,Male,No,No,No
1423-BMPBQ,Female,No,Yes,Yes
2393-DIVAI,Female,No,No,No
4568-KNYWR,Male,No,No,No
8752-IMQOS,Male,No,Yes,No
0742-LAFQK,Male,No,Yes,No
0795-LAFGP,Male,No,Yes,No
0619-OLYUR,Male,No,Yes,No
5512-IDZEI,Male,No,Yes,No
0459-SPZHJ,Male,No,Yes,No
0215-BQKGS,Male,No,No,No
9244-ZVAPM,Male,No,No,No
8208-EUMTE,Male,No,No,No
5172-MIGPM,Male,No,No,No
1710-RCXUS,Male,No,Yes,No
0374-FIUCA,Male,No,Yes,No
5839-SUYVZ,Male,No,No,No
5173-ZXXXL,Male,No,No,No
1096-ADRUX,Female,No,Yes,Yes
2001-MCUUW,Male,No,No,No
2731-GJRDG,Female,No,No,No
4723-BEGSG,Male,No,Yes,No
6516-NKQBO,Male,No,Yes,No
8672-OAUPW,Male,No,No,No
8207-DMRVL,Male,No,Yes,Yes
2804-ETQDK,Male,No,No,Yes
6689-VRRTK,Female,Yes,No,No
7138-GIRSH,Male,No,No,No
9396-ZSFLL,Female,No,No,No
6464-KEXXH,Male,No,No,No
7134-MJPDY,Female,Yes,No,No
5240-CAOYT,Female,No,No,No
4059-IIEBK,Female,No,No,No
4881-JVQOD,Male,Yes,Yes,Yes
0516-UXRMT,Female,No,No,No
4851-BQDNX,Male,No,Yes,Yes
5148-HKFIR,Female,No,No,No
3003-CMDUU,Female,No,Yes,No
5016-IBERQ,Male,No,Yes,No
6797-UCJHZ,Female,Yes,Yes,No
2469-DTSGX,Female,Yes,No,No
9931-KGHOA,Female,No,Yes,No
1775-KWJKQ,Male,No,Yes,No
7665-VIGUD,Male,No,No,No
9411-TPQQV,Female,No,No,No
7954-MLBUN,Male,No,No,No
2077-DDHJK,Female,No,Yes,No
9574-BOSMD,Male,No,Yes,Yes
4908-XAXAY,Female,Yes,No,No
8404-VLQFB,Female,No,Yes,Yes
2391-IPLOP,Male,No,Yes,No
3509-GWQGF,Male,Yes,No,No
5845-BZZIB,Male,No,Yes,Yes
1140-UKVZG,Female,No,No,No
5183-SNMJQ,Male,No,No,No
8100-PNJMH,Male,No,Yes,No
7838-LAZFO,Male,No,Yes,No
2085-JVGAD,Male,No,Yes,No
8095-WANWK,Female,No,No,No
3030-ZKIWL,Male,No,No,No
9565-FLVCG,Male,No,Yes,No
8755-OGKNA,Female,No,Yes,Yes
2800-VEQXM,Female,No,No,No
5533-RJFTJ,Male,No,No,No
0214-JHPFW,Female,No,Yes,No
5642-MHDQT,Female,No,Yes,No
3088-FVYWK,Male,No,Yes,Yes
9092-GDZKO,Male,No,No,No
3729-OWRVL,Male,Yes,No,No
2324-AALNO,Female,No,No,No
5760-IFJOZ,Male,No,No,No
2826-UWHIS,Male,No,Yes,No
7501-IWUNG,Female,No,Yes,No
4957-TREIR,Male,No,No,No
7251-LJBQN,Female,Yes,No,No
8040-MNRTF,Female,No,No,No
1536-HBSWP,Female,No,No,No
5313-FPXWG,Male,No,No,No
0946-FKYTX,Male,No,No,No
5076-YVXCM,Male,No,No,No
8262-COGGB,Male,No,No,No
6663-JOCQO,Male,No,Yes,No
9620-QJREV,Male,No,No,No
2682-KEVRP,Female,Yes,No,No
2480-JZOSN,Female,No,Yes,No
0078-XZMHT,Male,No,Yes,No
9978-HYCIN,Male,Yes,Yes,Yes
8338-QIUNR,Male,No,Yes,No
1525-LNLOJ,Male,No,Yes,No
9450-TRJUU,Male,No,No,No
1766-GKNMI,Male,No,No,No
6942-LBFDP,Female,No,No,No
1456-TWCGB,Male,No,No,No
7596-ZYWBB,Female,No,No,No
